Argument ID	URL	Internet Archive timestamp
G01049	https://www.nytimes.com/2020/11/10/opinion/pfizer-vaccine-covid.html	20220316141458
G01050	https://www.nytimes.com/2020/11/10/opinion/pfizer-vaccine-covid.html	20220316141458
G01051	https://www.nytimes.com/2020/11/10/opinion/pfizer-vaccine-covid.html	20220316141458
G01052	https://www.nytimes.com/2021/01/28/opinion/covid-vaccine-line.html	20221223225814
G01053	https://www.nytimes.com/2021/01/28/opinion/covid-vaccine-line.html	20221223225814
G01054	https://www.nytimes.com/2021/01/28/opinion/covid-vaccine-line.html	20221223225814
G01055	https://www.nytimes.com/2021/01/28/opinion/covid-vaccine-line.html	20221223225814
G01056	https://www.nytimes.com/2021/01/28/opinion/covid-vaccine-line.html	20221223225814
G01057	https://www.nytimes.com/2021/01/28/opinion/covid-vaccine-line.html	20221223225814
G01058	https://www.nytimes.com/2021/01/28/opinion/covid-vaccine-line.html	20221223225814
G01059	https://www.nytimes.com/2021/01/28/opinion/covid-vaccine-line.html	20221223225814
G01060	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01061	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01062	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01063	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01064	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01065	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01066	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01067	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01068	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01069	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01070	https://www.nytimes.com/2021/02/15/opinion/ancient-rome-covid.html	20221109001823
G01071	https://www.nytimes.com/2021/03/22/opinion/covid-vaccine-passport-problem.html	20221231114938
G01072	https://www.nytimes.com/2021/03/22/opinion/covid-vaccine-passport-problem.html	20221231114938
G01073	https://www.nytimes.com/2021/03/22/opinion/covid-vaccine-passport-problem.html	20221231114938
G01074	https://www.nytimes.com/2021/03/22/opinion/covid-vaccine-passport-problem.html	20221231114938
G01075	https://www.nytimes.com/2021/03/22/opinion/covid-vaccine-passport-problem.html	20221231114938
G01076	https://www.nytimes.com/2021/05/21/opinion/needle-fear-vaccine-covid.html	20221125121828
G01077	https://www.nytimes.com/2021/05/21/opinion/needle-fear-vaccine-covid.html	20221125121828
G01078	https://www.nytimes.com/2021/05/21/opinion/needle-fear-vaccine-covid.html	20221125121828
G01079	https://www.nytimes.com/2021/05/21/opinion/needle-fear-vaccine-covid.html	20221125121828
G01080	https://www.nytimes.com/2021/05/21/opinion/needle-fear-vaccine-covid.html	20221125121828
