Argument ID	URL
D01119	https://www.groupdiscussionideas.com/does-india-need-national-commission-for-men/
D01120	https://www.groupdiscussionideas.com/does-india-need-national-commission-for-men/
D01121	https://www.groupdiscussionideas.com/does-india-need-national-commission-for-men/
D01122	https://www.groupdiscussionideas.com/does-india-need-national-commission-for-men/
D01123	https://www.groupdiscussionideas.com/does-india-need-national-commission-for-men/
D01124	https://www.groupdiscussionideas.com/can-artificial-intelligence-replace-human-intelligence/
D01125	https://www.groupdiscussionideas.com/can-artificial-intelligence-replace-human-intelligence/
D01126	https://www.groupdiscussionideas.com/can-artificial-intelligence-replace-human-intelligence/
D01127	https://www.groupdiscussionideas.com/can-artificial-intelligence-replace-human-intelligence/
D01128	https://www.groupdiscussionideas.com/can-artificial-intelligence-replace-human-intelligence/
D01129	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01130	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01131	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01132	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01133	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01134	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01135	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01136	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01137	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01138	https://www.groupdiscussionideas.com/retirement-homes-pros-cons/
D01139	https://www.groupdiscussionideas.com/the-world-does-not-need-religion/
D01140	https://www.groupdiscussionideas.com/the-world-does-not-need-religion/
D01141	https://www.groupdiscussionideas.com/the-world-does-not-need-religion/
D01142	https://www.groupdiscussionideas.com/national-register-of-citizens-merits-demerits/
D01143	https://www.groupdiscussionideas.com/national-register-of-citizens-merits-demerits/
D01144	https://www.groupdiscussionideas.com/national-register-of-citizens-merits-demerits/
D01145	https://www.groupdiscussionideas.com/national-register-of-citizens-merits-demerits/
D01146	https://www.groupdiscussionideas.com/national-register-of-citizens-merits-demerits/
D01147	https://www.groupdiscussionideas.com/national-register-of-citizens-merits-demerits/
D01148	https://www.groupdiscussionideas.com/national-register-of-citizens-merits-demerits/
D01149	https://www.groupdiscussionideas.com/national-register-of-citizens-merits-demerits/
D01150	https://www.groupdiscussionideas.com/status-of-women-in-india/
D01151	https://www.groupdiscussionideas.com/status-of-women-in-india/
D01152	https://www.groupdiscussionideas.com/status-of-women-in-india/
D01153	https://www.groupdiscussionideas.com/abrogation-of-article-370/
D01154	https://www.groupdiscussionideas.com/abrogation-of-article-370/
D01155	https://www.groupdiscussionideas.com/abrogation-of-article-370/
D02001	https://www.groupdiscussionideas.com/abrogation-of-article-370/
D02002	https://www.groupdiscussionideas.com/abrogation-of-article-370/
D02003	https://www.groupdiscussionideas.com/urbanization-challenges-and-remedies/
D02004	https://www.groupdiscussionideas.com/urbanization-challenges-and-remedies/
D02005	https://www.groupdiscussionideas.com/urbanization-challenges-and-remedies/
D02006	https://www.groupdiscussionideas.com/urbanization-challenges-and-remedies/
D02007	https://www.groupdiscussionideas.com/community-kitchens-pros-challenges/
D02008	https://www.groupdiscussionideas.com/community-kitchens-pros-challenges/
D02009	https://www.groupdiscussionideas.com/community-kitchens-pros-challenges/
D02010	https://www.groupdiscussionideas.com/community-kitchens-pros-challenges/
D02011	https://www.groupdiscussionideas.com/community-kitchens-pros-challenges/
D02012	https://www.groupdiscussionideas.com/community-kitchens-pros-challenges/
D02013	https://www.groupdiscussionideas.com/neo-banks-vs-traditional-banks/
D02014	https://www.groupdiscussionideas.com/neo-banks-vs-traditional-banks/
D02015	https://www.groupdiscussionideas.com/neo-banks-vs-traditional-banks/
D02016	https://www.groupdiscussionideas.com/neo-banks-vs-traditional-banks/
D02017	https://www.groupdiscussionideas.com/neo-banks-vs-traditional-banks/
D02018	https://www.groupdiscussionideas.com/neo-banks-vs-traditional-banks/
D02019	https://www.groupdiscussionideas.com/5g-in-india/
D02020	https://www.groupdiscussionideas.com/5g-in-india/
D02021	https://www.groupdiscussionideas.com/5g-in-india/
D02022	https://www.groupdiscussionideas.com/5g-in-india/
D02023	https://www.groupdiscussionideas.com/hydrogen-vehicles-pros-cons/
D02024	https://www.groupdiscussionideas.com/hydrogen-vehicles-pros-cons/
D02025	https://www.groupdiscussionideas.com/hydrogen-vehicles-pros-cons/
D02026	https://www.groupdiscussionideas.com/hydrogen-vehicles-pros-cons/
D02027	https://www.groupdiscussionideas.com/hydrogen-vehicles-pros-cons/
D02028	https://www.groupdiscussionideas.com/hydrogen-vehicles-pros-cons/
D02029	https://www.groupdiscussionideas.com/is-social-media-making-us-less-social/
D02030	https://www.groupdiscussionideas.com/is-social-media-making-us-less-social/
D02031	https://www.groupdiscussionideas.com/is-social-media-making-us-less-social/
D02032	https://www.groupdiscussionideas.com/is-social-media-making-us-less-social/
D02033	https://www.groupdiscussionideas.com/is-social-media-making-us-less-social/
D02034	https://www.groupdiscussionideas.com/is-social-media-making-us-less-social/
D02035	https://www.groupdiscussionideas.com/is-social-media-making-us-less-social/
D02036	https://www.groupdiscussionideas.com/should-neet-be-banned/
D02037	https://www.groupdiscussionideas.com/should-neet-be-banned/
D02038	https://www.groupdiscussionideas.com/should-neet-be-banned/
D02039	https://www.groupdiscussionideas.com/should-neet-be-banned/
D02040	https://www.groupdiscussionideas.com/should-neet-be-banned/
D02041	https://www.groupdiscussionideas.com/web-3-0/
D02042	https://www.groupdiscussionideas.com/web-3-0/
D02043	https://www.groupdiscussionideas.com/should-covid-19-vaccination-be-made-mandatory/
D02044	https://www.groupdiscussionideas.com/should-covid-19-vaccination-be-made-mandatory/
D02045	https://www.groupdiscussionideas.com/should-covid-19-vaccination-be-made-mandatory/
D02046	https://www.groupdiscussionideas.com/should-covid-19-vaccination-be-made-mandatory/
D02047	https://www.groupdiscussionideas.com/moonlighting/
D02048	https://www.groupdiscussionideas.com/moonlighting/
D02049	https://www.groupdiscussionideas.com/moonlighting/
D02050	https://www.groupdiscussionideas.com/moonlighting/
D02051	https://www.groupdiscussionideas.com/moonlighting/
D02052	https://www.groupdiscussionideas.com/moonlighting/
D02053	https://www.groupdiscussionideas.com/moonlighting/
D02054	https://www.groupdiscussionideas.com/linking-aadhaar-card-with-voter-id-pros-cons/
D02055	https://www.groupdiscussionideas.com/linking-aadhaar-card-with-voter-id-pros-cons/
D02056	https://www.groupdiscussionideas.com/linking-aadhaar-card-with-voter-id-pros-cons/
D02057	https://www.groupdiscussionideas.com/linking-aadhaar-card-with-voter-id-pros-cons/
D02058	https://www.groupdiscussionideas.com/linking-aadhaar-card-with-voter-id-pros-cons/
D02059	https://www.groupdiscussionideas.com/non-fungible-tokens-nft/
D02060	https://www.groupdiscussionideas.com/non-fungible-tokens-nft/
D02061	https://www.groupdiscussionideas.com/non-fungible-tokens-nft/
D02062	https://www.groupdiscussionideas.com/non-fungible-tokens-nft/
D02063	https://www.groupdiscussionideas.com/raising-the-age-of-marriage-for-women-from-18-to-21-years-pros-cons/
D02064	https://www.groupdiscussionideas.com/raising-the-age-of-marriage-for-women-from-18-to-21-years-pros-cons/
D02065	https://www.groupdiscussionideas.com/raising-the-age-of-marriage-for-women-from-18-to-21-years-pros-cons/
D02066	https://www.groupdiscussionideas.com/raising-the-age-of-marriage-for-women-from-18-to-21-years-pros-cons/
D02067	https://www.groupdiscussionideas.com/raising-the-age-of-marriage-for-women-from-18-to-21-years-pros-cons/
D02068	https://www.groupdiscussionideas.com/raising-the-age-of-marriage-for-women-from-18-to-21-years-pros-cons/
D02069	https://www.groupdiscussionideas.com/raising-the-age-of-marriage-for-women-from-18-to-21-years-pros-cons/
D02070	https://www.groupdiscussionideas.com/raising-the-age-of-marriage-for-women-from-18-to-21-years-pros-cons/
D02071	https://www.groupdiscussionideas.com/cashless-society/
D02072	https://www.groupdiscussionideas.com/cashless-society/
D02073	https://www.groupdiscussionideas.com/cashless-society/
D02074	https://www.groupdiscussionideas.com/cashless-society/
D02075	https://www.groupdiscussionideas.com/cashless-society/
D02076	https://www.groupdiscussionideas.com/cashless-society/
D02077	https://www.groupdiscussionideas.com/global-refugee-crisis/
D02078	https://www.groupdiscussionideas.com/global-refugee-crisis/
D02079	https://www.groupdiscussionideas.com/global-refugee-crisis/
D02080	https://www.groupdiscussionideas.com/global-refugee-crisis/
D02081	https://www.groupdiscussionideas.com/global-refugee-crisis/
D02082	https://www.groupdiscussionideas.com/importance-of-psychological-counselling-in-educational-institutions/
D02083	https://www.groupdiscussionideas.com/importance-of-psychological-counselling-in-educational-institutions/
D02084	https://www.groupdiscussionideas.com/importance-of-psychological-counselling-in-educational-institutions/
D02085	https://www.groupdiscussionideas.com/importance-of-psychological-counselling-in-educational-institutions/
D03001	https://www.groupdiscussionideas.com/importance-of-psychological-counselling-in-educational-institutions/
D03002	https://www.groupdiscussionideas.com/drone-technology-pros-cons/
D03003	https://www.groupdiscussionideas.com/drone-technology-pros-cons/
D03004	https://www.groupdiscussionideas.com/e-voting-pros-challenges/
D03005	https://www.groupdiscussionideas.com/e-voting-pros-challenges/
D03006	https://www.groupdiscussionideas.com/e-voting-pros-challenges/
D03007	https://www.groupdiscussionideas.com/college-should-be-free-for-everyone/
D03008	https://www.groupdiscussionideas.com/college-should-be-free-for-everyone/
D03009	https://www.groupdiscussionideas.com/college-should-be-free-for-everyone/
D03010	https://www.groupdiscussionideas.com/college-should-be-free-for-everyone/
D03011	https://www.groupdiscussionideas.com/college-should-be-free-for-everyone/
D03012	https://www.groupdiscussionideas.com/one-nation-one-election-feasible/
D03013	https://www.groupdiscussionideas.com/one-nation-one-election-feasible/
D03014	https://www.groupdiscussionideas.com/one-nation-one-election-feasible/
D03015	https://www.groupdiscussionideas.com/one-nation-one-election-feasible/
D03016	https://www.groupdiscussionideas.com/child-labour-in-india/
D03017	https://www.groupdiscussionideas.com/child-labour-in-india/
D03018	https://www.groupdiscussionideas.com/child-labour-in-india/
D03019	https://www.groupdiscussionideas.com/child-labour-in-india/
D03020	https://www.groupdiscussionideas.com/ban-on-firecrackers-during-diwali-good-step/
D03021	https://www.groupdiscussionideas.com/ban-on-firecrackers-during-diwali-good-step/
D03022	https://www.groupdiscussionideas.com/ban-on-firecrackers-during-diwali-good-step/
D03023	https://www.groupdiscussionideas.com/ban-on-firecrackers-during-diwali-good-step/
D03024	https://www.groupdiscussionideas.com/ban-on-firecrackers-during-diwali-good-step/
D03025	https://www.groupdiscussionideas.com/bullet-trains-in-india-is-it-a-right-step/
D03026	https://www.groupdiscussionideas.com/bullet-trains-in-india-is-it-a-right-step/
D03027	https://www.groupdiscussionideas.com/bullet-trains-in-india-is-it-a-right-step/
D03028	https://www.groupdiscussionideas.com/bullet-trains-in-india-is-it-a-right-step/
D03029	https://www.groupdiscussionideas.com/bullet-trains-in-india-is-it-a-right-step/
D03030	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D03031	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D03032	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D03033	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D03034	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D03035	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D03036	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D03037	https://www.groupdiscussionideas.com/marital-rape-criminalized-india/
D03038	https://www.groupdiscussionideas.com/marital-rape-criminalized-india/
D03039	https://www.groupdiscussionideas.com/marital-rape-criminalized-india/
D03041	https://www.groupdiscussionideas.com/can-we-rely-on-cryptocurrencies-like-bitcoin/
D03042	https://www.groupdiscussionideas.com/can-we-rely-on-cryptocurrencies-like-bitcoin/
D03043	https://www.groupdiscussionideas.com/cattle-slaughter-ban-right-or-wrong/
D03044	https://www.groupdiscussionideas.com/cattle-slaughter-ban-right-or-wrong/
D03045	https://www.groupdiscussionideas.com/cattle-slaughter-ban-right-or-wrong/
D03046	https://www.groupdiscussionideas.com/cattle-slaughter-ban-right-or-wrong/
D03047	https://www.groupdiscussionideas.com/cattle-slaughter-ban-right-or-wrong/
D03048	https://www.groupdiscussionideas.com/cattle-slaughter-ban-right-or-wrong/
D03049	https://www.groupdiscussionideas.com/should-hindi-be-the-national-language-of-india/
D03050	https://www.groupdiscussionideas.com/should-hindi-be-the-national-language-of-india/
D03051	https://www.groupdiscussionideas.com/should-hindi-be-the-national-language-of-india/
D03052	https://www.groupdiscussionideas.com/should-hindi-be-the-national-language-of-india/
D03053	https://www.groupdiscussionideas.com/should-hindi-be-the-national-language-of-india/
D03054	https://www.groupdiscussionideas.com/should-kids-reality-shows-be-banned/
D03055	https://www.groupdiscussionideas.com/should-kids-reality-shows-be-banned/
D03056	https://www.groupdiscussionideas.com/should-kids-reality-shows-be-banned/
D03057	https://www.groupdiscussionideas.com/should-triple-talaq-be-abolished/
D03058	https://www.groupdiscussionideas.com/should-triple-talaq-be-abolished/
D03059	https://www.groupdiscussionideas.com/should-triple-talaq-be-abolished/
D03060	https://www.groupdiscussionideas.com/should-triple-talaq-be-abolished/
D27001	https://www.groupdiscussionideas.com/human-gene-editing-good-or-bad/
D27002	https://www.groupdiscussionideas.com/human-gene-editing-good-or-bad/
D27003	https://www.groupdiscussionideas.com/human-gene-editing-good-or-bad/
D27004	https://www.groupdiscussionideas.com/can-we-rely-on-cryptocurrencies-like-bitcoin/
D27005	https://www.groupdiscussionideas.com/can-we-rely-on-cryptocurrencies-like-bitcoin/
D27006	https://www.groupdiscussionideas.com/cattle-slaughter-ban-right-or-wrong/
D27007	https://www.groupdiscussionideas.com/cattle-slaughter-ban-right-or-wrong/
D27008	https://www.groupdiscussionideas.com/most-spoken-language-as-the-national-language-acceptable/
D27009	https://www.groupdiscussionideas.com/most-spoken-language-as-the-national-language-acceptable/
D27010	https://www.groupdiscussionideas.com/most-spoken-language-as-the-national-language-acceptable/
D27011	https://www.groupdiscussionideas.com/is-india-becoming-intolerant/
D27012	https://www.groupdiscussionideas.com/is-india-becoming-intolerant/
D27013	https://www.groupdiscussionideas.com/sabarimala-verdict-progressive-or-a-threat-to-traditions/
D27014	https://www.groupdiscussionideas.com/sabarimala-verdict-progressive-or-a-threat-to-traditions/
D27015	https://www.groupdiscussionideas.com/sabarimala-verdict-progressive-or-a-threat-to-traditions/
D27016	https://www.groupdiscussionideas.com/news-channels-breaking-rules-to-give-breaking-news/
D27017	https://www.groupdiscussionideas.com/news-channels-breaking-rules-to-give-breaking-news/
D27018	https://www.groupdiscussionideas.com/mbas-do-not-make-good-business-leaders/
D27019	https://www.groupdiscussionideas.com/mbas-do-not-make-good-business-leaders/
D27020	https://www.groupdiscussionideas.com/mbas-do-not-make-good-business-leaders/
D27021	https://www.groupdiscussionideas.com/are-women-better-managers-than-men/
D27022	https://www.groupdiscussionideas.com/are-women-better-managers-than-men/
D27023	https://www.groupdiscussionideas.com/should-beauty-pageants-be-banned/
D27024	https://www.groupdiscussionideas.com/should-beauty-pageants-be-banned/
D27025	https://www.groupdiscussionideas.com/should-beauty-pageants-be-banned/
D27026	https://www.groupdiscussionideas.com/should-driverless-cars-be-allowed-in-india/
D27027	https://www.groupdiscussionideas.com/should-driverless-cars-be-allowed-in-india/
D27028	https://www.groupdiscussionideas.com/should-driverless-cars-be-allowed-in-india/
D27029	https://www.groupdiscussionideas.com/us-mexico-border-wall-good-or-bad/
D27030	https://www.groupdiscussionideas.com/us-mexico-border-wall-good-or-bad/
D27031	https://www.groupdiscussionideas.com/us-mexico-border-wall-good-or-bad/
D27032	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D27033	https://www.groupdiscussionideas.com/should-india-accept-rohingya-refugees/
D27034	https://www.groupdiscussionideas.com/marital-rape-criminalized-india/
D27035	https://www.groupdiscussionideas.com/marital-rape-criminalized-india/
D27036	https://www.groupdiscussionideas.com/marital-rape-criminalized-india/
D27037	https://www.groupdiscussionideas.com/men-silent-sufferers-modern-world/
D27038	https://www.groupdiscussionideas.com/men-silent-sufferers-modern-world/
D27039	https://www.groupdiscussionideas.com/is-wikileaks-bane-or-boon/
D27040	https://www.groupdiscussionideas.com/is-wikileaks-bane-or-boon/
D27041	https://www.groupdiscussionideas.com/is-wikileaks-bane-or-boon/
D27042	https://www.groupdiscussionideas.com/bullet-for-bullet-is-it-right-policy/
D27043	https://www.groupdiscussionideas.com/bullet-for-bullet-is-it-right-policy/
D27044	https://www.groupdiscussionideas.com/should-betting-and-gambling-be-legalized-in-india/
D27045	https://www.groupdiscussionideas.com/should-betting-and-gambling-be-legalized-in-india/
D27046	https://www.groupdiscussionideas.com/alcohol-ban-in-india-pros-and-cons/
D27047	https://www.groupdiscussionideas.com/alcohol-ban-in-india-pros-and-cons/
D27048	https://www.groupdiscussionideas.com/is-technology-rising-unemployment-rates/
D27049	https://www.groupdiscussionideas.com/is-technology-rising-unemployment-rates/
D27050	https://www.groupdiscussionideas.com/should-chinese-products-be-banned-in-india/
D27051	https://www.groupdiscussionideas.com/should-chinese-products-be-banned-in-india/
D27052	https://www.groupdiscussionideas.com/should-chinese-products-be-banned-in-india/
D27053	https://www.groupdiscussionideas.com/donald-trumps-presidency-pros-cons/
D27054	https://www.groupdiscussionideas.com/donald-trumps-presidency-pros-cons/
D27055	https://www.groupdiscussionideas.com/should-homeschooling-be-encouraged-in-india/
D27056	https://www.groupdiscussionideas.com/should-homeschooling-be-encouraged-in-india/
D27057	https://www.groupdiscussionideas.com/should-uniforms-be-mandatory-in-schools/
D27058	https://www.groupdiscussionideas.com/should-uniforms-be-mandatory-in-schools/
D27059	https://www.groupdiscussionideas.com/stray-animals-killed/
D27060	https://www.groupdiscussionideas.com/stray-animals-killed/
D27061	https://www.groupdiscussionideas.com/can-temples-gender-specific-rules/
D27062	https://www.groupdiscussionideas.com/can-temples-gender-specific-rules/
D27063	https://www.groupdiscussionideas.com/can-temples-gender-specific-rules/
D27064	https://www.groupdiscussionideas.com/experimenting-on-animals-is-it-fair/
D27065	https://www.groupdiscussionideas.com/experimenting-on-animals-is-it-fair/
D27066	https://www.groupdiscussionideas.com/should-rapists-be-tortured/
D27067	https://www.groupdiscussionideas.com/should-rapists-be-tortured/
D27068	https://www.groupdiscussionideas.com/should-rapists-be-tortured/
D27069	https://www.groupdiscussionideas.com/should-the-internet-be-censored/
D27070	https://www.groupdiscussionideas.com/should-the-internet-be-censored/
D27071	https://www.groupdiscussionideas.com/should-kids-reality-shows-be-banned/
D27072	https://www.groupdiscussionideas.com/should-kids-reality-shows-be-banned/
D27073	https://www.groupdiscussionideas.com/should-kids-reality-shows-be-banned/
D27074	https://www.groupdiscussionideas.com/is-censorship-of-movies-an-outdated-concept/
D27075	https://www.groupdiscussionideas.com/is-censorship-of-movies-an-outdated-concept/
D27076	https://www.groupdiscussionideas.com/is-censorship-of-movies-an-outdated-concept/
D27077	https://www.groupdiscussionideas.com/should-military-training-be-made-compulsory-for-all-in-india/
D27078	https://www.groupdiscussionideas.com/should-military-training-be-made-compulsory-for-all-in-india/
D27079	https://www.groupdiscussionideas.com/should-military-training-be-made-compulsory-for-all-in-india/
D27080	https://www.groupdiscussionideas.com/should-aadhar-be-made-mandatory/
D27081	https://www.groupdiscussionideas.com/should-aadhar-be-made-mandatory/
